"id","concepto"
"421","TOPICOX / EMPAQUE LHAURAFLEX / ACEITE TENSILATO"
"422","VENOCLISIS / JERINGAS / AGUJAS / CINTA ELECTRICA / EDO MODIFOR / EDO COZINK / EDO COMPLEX / SOLUCION LACTATO"
"423","TUBO DE 1/2 / SOGA MARINA"
"424","GASOLINA CORRIENTE"
"425","TALADRO 1/2 PULGADA / BROCA"
"426","PISTOLA / DISCO DE CORTE "
"427","BALASTRO PARA CARRETERA"
"428","RUGULADOR PARA ECOGRAFO"
"429","CABLE DE EXTENSION"
"430","FORTIN / SAL SOMEX / CALFON ENERGY / FLUMEG / ALUSPLAY / CASCARILLA / SELLADOR / LACTIGAN / PONGOLA"
"431","GRAFOLEON / GESTAVEC / CEFTIOFUR"
"432","COMPRA DE NITROXTEND + S 50 KG"
"433","MEDICAMENTOS PARA PERSONAL"
"434","MIXILAND / CAMISA SANITARIA / TECNITRIM / LIBRETA REPUESTO"
"435","COMBUSTIBLE - DISEL"
"436","EDO COMPLEX / EDO COZINK"
"437","SAL BOVIMIN X 40 KL"
"438","GASOLINA CORRIENTE"
"439","JERINGA / CLORO / ROUNDUP / FLOTADOR / PANGOLA / SAL SOMEX "
"440","DISPOCEL / QUIBI LACTATO / AGUJAS / CALFOVIT"
"441","GUANTE CIRUGIA NITRILO CAJA X 100"
"442","PAPEL SECADO UBRES / CILINDRO LHAURA / NOVORMON X 5000 / TRIMEDIAZINA"
"443","ALMUERZO CON PERSONAL (VISITA CONTEGRAL - MEDELLIN)"
"444","BOQUILLA PLASTICA"
"445","COMIDA PERSONAL (VISITA PERSONAL MEDELLIN)"
"446","COMBUSTIBLE - BIOACEM"
"447","ESENCIAS"
"448","CALFON ENERGY"
"449","GASOLINA CORRIENTE"
"450","GASOLINA CORRIENTE"
"451","GASOLINA CORRIENTE"
"452","GASOLINA CORRIENTE"
"453","GASOLINA CORRIENTE"
"454","NEUMATICO 18"
"455","ALMUERZO PERSONAL "
"456","GASOLINA CORRIENTE"
"457","GASOLINA CORRIENTE"
"458","GASOLINA CORRIENTE"
"459","GASOLINA CORRIENTE"
"460","GASOLINA CORRIENTE"
"461","GASOLINA CORRIENTE"
"462","ACEITE MOTOR - MANO DE OBRA"
"463","AGUA / CAFE / CARAMELOS"
"464","ENVIO DE INSUMOS"
"465","JUGO HIT SURTIDO"
"466","MINI BROWNIES"
"467","SOLDADURA"
"468","DISCO / CEMENTO"
"469","GASOLINA"
"470","GASOLINA CORRIENTE"
"471","GASOLINA CORRIENTE"
"472","CABLE DISPLEY / CABE VGA"
"473","GASOLINA CORRIENTE"
"474","GASOLINA DISEL"
"475","ACEITE / TENSION DE CADENA"
"476","GASOLINA CORRIENTE"
"477","BOTELLON DE AGUS / CHOCO BREAK"
"478","GASOLINA CORRIENTE"
"479","DESAYUNO PERSONAL"
"480","GASOLINA CORRIENTE"
"481","ALMUERZO "
"482","CINTA SATIN"
"483","MANTA TERMICA / VENDAS"
"484","cambio de sencillo
Nota: se registra  gasto con mi num de documento ya que la persona no coloco num de cedula"
"485","Entregados el Viernes 28 de Julio con Alejandro"
"486","reparación de bomba de uno de los tanques de agua aéreos"
"487","se realiza compra de materiales para la reparación de bomba de tanque aéreo "
"488","se realiza envió de soportes de gastos físicos  a Medellín"
"489","Pago comisión de taxi "
"490","comisión taxis"
"491","cambio de sencillo "
"492","Empaques mangera "
"493","Oxitocina "
"496","cambio de sencillo"
"497","cambio de sencillo"
"498","acarreo de pedido cambio de sabanas "
"499","pago de auxiliar camarería 5 agosto 12 hrs "
"500","traslado de pedido sabanas para cambio"
"501","pago de auxiliar de caja 07 agosto"
"502","pago de insumos de papelería "
"503","pago de comisión taxis"
"504","pago comisión taxis"
"505","Anticipó para bodega  "
"506","Material de rio "
"507","Trasporte de materiales "
"508","Entregados el Sábado por Aranzazu"
"509","Combustible "
"510","ACPM"
"511","Comida gatos"
"512","Cuchillas para rasurar "
"513","Eletrodos para calentar agua"
"514","Tara trabajador acidentado por guadaña ir a terapias"
"515","2 kilos de grapas"
"516","Bicarbonato para las.vacas"
"517","Mantenimiento maquina ensiladora"
"518","Aguas y jabones"
"519","ACPM"
"520","Cervesa y cocacola"
"521","Alimentaciones"
"522","Gasolina"
"523","ACPM"
"524","Comida gatos"
"525","Pesaje "
"526","Peaje"
"527","Laso riata remaches agujas espuma"
"528","ACPM"
"529","Varilla para la carpa de la camioneta"
"530","Pala para el establo"
"531","ACPM"
"532","Cambio de cauchos camioneta "
"533","Disco frenos balineras
Prensa "
"534","Factura de energia"
"535","Enpates para mangera de estacionaria"
"536","Factura de energía "
"537","Pipa de gas para chambuscar cerdos"
"538","Peajes"
"539","Fertilizantes y insecticidas "
"540","Fertilizante para maiz"
"541","Suplemento para vacas"
"542","Peajes "
"543","Peajes "
"544","ACPM"
"545"," Yoyo fumigadora"
"546","Aguilon fumigadora"
"547","Factura energía "
"548","Nomina esterlina"
"549","Transporte concentrado Esmeralda y Viterbo"
"550","Factura energía "
"551","Factura energía "
"552","Peajes "
"553","ACPM"
"554","Nomina topacio "
"555","Nomina san esteban "
"556","Nomina la pampa"
"557","Liquidación reinaldo orozco"
"558","Nomina el brillante"
"559","Nomina la esperanza vit"
"560","Liquidación "
"561","Liquidación "
"562","Liquidación "
"563","Liquidación "
"564","Liquidación "
"565","Factura energía "
"566","Guantes de cuero "
"567","Palpacion y inceminacion de yegua"
"568","Medicamentos y alimentos para ganado y caballos"
"569","Podologia "
"570","Podologia"
"571","Nomina 28 de Julio"
"572","nomina 14 de Julio"
"573","ACPM"
"574","Peajes "
"575","GASOLINA MOTO LA ESMERALDA"
"576","GASOLINA PARA ESMERALDA "
"577","GASOLINA MOTO ESMERALDA "
"578","GASOLINA MOTO ESMERALDA"
"579","GASOLINA MOTO ESMERALDA"
"580","GASOLINA MOTO ESMERALDA"
"581","GASOLINA MOTO ESMERALDA"
"582","GASOLINA ESMERALDA"
"583","PEAJE "
"584","VISITA ESTERLINA "
"585","PEAJE VISITA FINCA "
"586","PEAJE VISITA FINCA CRISTALINA "
"587","PEAJE VISITA FINCA CRISTALINA "
"588","ALMUERZOS VISITA AGRONOMO "
"589","VISITA AGRONOMO "
"590","COMPRA CASCARILLA Y HENO "
"591","ARREGLO MOTO ESMERALDA"
"592","MANOMETRO DAHIATSU"
"593","COPIAS"
"594","PEAJE VISITA FINCA"
"595","VISITA FINCA"
"596","VISITA FINCA "
"597","VISITA FINCA "
"598","VISITA FINCA "
"599","VISITA FINCA "
"600","ARREGLO ENERGI ESMERALDA "
"601","COMPRA FERTILIZANTES"
"602","COMPRA MEDICAMENTOS 
NOTA: AJUSTE CUPO CREDITO "
"603","APORTE ALEJANDRO EFECTIVO 4/08/23"
"604","NOMINA TRABAJADORES 6 AGOSTO "
"605","NOMINA TRABAJADORES 6 AGOSTO "
"606","APORTE PATOJO 6 /08/23"
"607","ENJALMA "
"608","COMPRA JABON FAB "
"609","GEL ANTIBACTERIAL "
"610","SOPORTES MUELLES DAHIATSU "
"611","NEVERA DE HICOPOR, HIELO "
"612","PAGO DE AGUA "
"613","PAGO AGUA "
"614","POSILLOS"
"615","ALIMENTACION AGRONOMO"
"616","DESAYUNO TRANSFERENCIA  "
"617","BOLSAS DE PAPEL "
"618","ACEITE PARA GUADAÑA "
"619","VIGILANCIA"
"620","PAGO AGUA "
"621","PAGO ENERGIA "
"622","COMPRA VARIOS "
"623","GASOLINA GUADAÑA "
"624","GASOLINA GUADAÑA"
"625","ROLLO VINIPEL "
"626","ACEITE "
"627","COMPRA PATIN Y TUERCA GUADAÑA "
"628","COMPRA CLORO PISCINA "
"629","CUCHILLA Y LIMA GUADAÑA "
"630","COMPRA GANAPEN "
"631","COMPRA 3 GANAPEN "
"632","SANIDERM Y ALFA 3"
"633","COMPRA VARILLA CERCA, MIEL "
"634","3 ABRAZADERAS METALICAS "
"635","PROPINAS RIEGO PORQUINAZA"
"636","PAGO AGUA "
"637","PATIN PARA GUADAÑA "
"638","GASOLINA GUADAÑA "
"639","GASOLINA GUADAÑA "
"640","COMPRA VARIOS "
"641","CUCHILLA GUADAÑA "
"642","TRANSPORTE CONCENTRADO CONTEGRAL- PEREIRA"
"643","TRANSPORTE CONCENTRADO CONTEGRAL- VITERBO"
"644","APORTE ALEJANDRO NOMINA PALMERA"
"645","APORTE ALEJANDRO COMPRA VARIOS PALMERA 12/08/23"
"646","NOMINA TRABAJADORES 12/08/23"
"647","se realiza compra de productos de aseo por imprevisto. "
"648","COMPRA DE CEMENTO PARA UNA REPARACION EN AREA DE LAVANDERIA"
"649","comisión taxis  "
"650","comision taxis"
"651","Trasporte insumos manízales Aranzazu "
"652","Pago final de bodega "
"653","Oficina"
"654","Alquiler de maquinaria para construcción de bodega "
"655","COMPRA MEDICAMENTOS Y VARIOS "
"656","APORTE ALEJANDRO BANCOLOMBIA 11/08/23"
"657","COMPRA MALLA ANTI TRIPS"
"658","APORTE JUAN ESTEBAN BANCOLOMBIA COMPRA HENO 11/08/23"
"659","COMPRA 222 PACAS HENO 11/08/23"
"660","APORTE ALEJANDRO EFECTIVO 09/08/23"
"661","COMPRA MEDICAMENTOS Y VARIOS"
"662","COMPRA 46 PACAS CASCARILLA"
"663","LIGA VENTA TERNEROS"
"664","ACPM NISSAN FRONTIER EPB-503"
"666","COMPRA JERINGAS Y SUERO FISIOLOGICO"
"667","GASOLINA MOTO GN SEBASTIAN VELASQUEZ"
"668","GASOLINA MOTO GN SEBASTIAN VELASQUEZ"
"669","GASOLINA MOTO GN SEBASTIAN VELASQUEZ"
"670","GASOLINA MOTO GN SEBASTIAN VELASQUEZ"
"671","GASOLINA MOTO GN SEBASTIAN VELASQUEZ"
"672","GASOLINA MOTO GN SEBASTIAN VELASQUEZ"
"673","GASOLINA MOTO GN SEBASTIAN VELASQUEZ"
"674","CAMBIO ACEITE MOTO GN SEBASTIAN VELASQUEZ"
"675","Visita Leonardo 1MM y 422,5 medicamentos"
"676","Pagos Leonel Lopez, Palagro, Solla, Monica Valencia, Carlos Gil, Millan"
"677","GASOLINA MOTO GN SEBASTIAN VELASQUEZ"
"678","COMPRA BOTELLON AGUA "
"679","COMPRA CUTAMYCON CREMA"
"680","ASESORIA LEONARDO DIETA VACAS PISTA "
"681","MEDICAMENTOS DIETA VACAS PISTA "
"682","SUELDO CARLOS JOSE VELASQUEZ "
"683","SALARIO OSCAR ARIAS "
"684","LIQUIDACION DARWIN MEDINA "
"685","CONTRATO AHOYADO Y DRENAJES"
"686","NOMINA TRABAJADORES 12 AGOSTO "
"687","NOMINA TRABAJADORES 12 AGOSTO "
"688","TRANSPORTE TRABAJADORES Y VARIOS "
"689","LIQUIDACION LIBARDO BEDOYA"
"690","LIQUIDACION ALEXANDER PRADA "
"691","LIQUIDACION GUILLERMO MATIZ "
"692","REEMPLAZO DOMINICAL LIBARDO BEDOYA "
"693","LIQUIDACION EDISON MURCIA "
"694","LIQUIDACION ALDAIR YANES "
"695","NOMINA TRABAJADORES 12 AGOSTO "
"696","COMPRA COLINO CAFE "
"697","TRANSPORTE CASCARILLA Y HENO "
"698","APORTE PATOJO 12/08/2023"
"699","IMPRESIONES "
"700","VIATICOS CITAS MEDICAS ELIECER BANDERA "
"701","AJUSTE SALARIO GUADAÑEROS GREGORIO Y BRAYAN "
"702","ANTICIPO CONTRATO PUNTOS DE BIENESTAR "
"703","Entrega en Aranzazu caja"
"704","se genera pago de domicilio pedido de bar valor de 15.000 mas 20.200 de excedente que quedó pendiente de pago de factura "
"705","compra de aucalipto"
"706","pago de comisión taxis "
"708","Nomina 12 de Agosto"
"709","Pago Aux camareria 12 hrs.  "
"710","pago de turno aux caja "
"711","comisión taxis "
"712","Pozos Sépticos "
"713","comision taxis"
"714","comisión taxis"
"715","ACPM"
"716","Gasolina motores de fumigar "
"717","Cable para pararrayos de cerca eléctrica "
"718","Arreglo y mantenimiento de fumigadoras y motocierra "
"719","Cambio rodamiento "
"720","Arreglo y mantenimieto fumigadoras"
"721","Peajes "
"722","Recojer y pagar nominas"
"723","Pistola jardinera 
Cadena   
Polisombra"
"724","Alimentación"
"725","Ferrules  uniones paramangeras de fumigar"
"726","Embulo para maquina de fumigar"
"727","Peajes"
"728","Peajes"
"729","Peajes "
"730","ACPM"
"731","Pañitos para limpiar orejas de vacas "
"732","ACPM"
"733","Peajes "
"734","comisión "
"735","comisión taxis"
"736","cambio de sencillo"
"737","arreglo de sensor de  Jacuzzi "
"738","pago de auxiliar camarería "
"739","pago de pedido Coca-Cola"
"740","cambio de sencillo"
"741","auxiliar caja "
"742","Tapabocas gafas guantes y mas"
"743","Pegante bóxer "
"744","Pulidora para podologia "
"745","Tuercas varillas mangera y mas"
"746","Atropina "
"747","Medicamentos y mas"
"748","Mangera cepillo y mas"
"749","Toallas bicarbonato"
"750","Peajes"
"751","Construcción "
"752","Máquina para aplanar terreno "
"753","Construcción "
"754","comisión taxis"
"755","compra de gaseosa y desechables, para celebración cumpleaños"
"756","Compra de torta para celebración cumpleaños"
"757","comisión taxis"
"758","pago de auxiliar camarería  12 hrs"
"759","comisión taxis "
"760","pago de auxiliar caja "
"761","Pagos Viernes 25 de Septiembre"
"762","Ingreso corte Sábado 26 de Agosto "
"763","Pago laura Apaloosa"
"764","1MM Trasnporte Feria 1MM Viaticos MJ y Raul"
"765","Nomina 26 de Agosto"
"767","Entregados el Sábado 19 de Agosto Entregados por NF"
"768","Pago de mano de obra construcción "
"769","APORTE ALEJANDRO EFECTIVO 12-08-23"
"770","NOMINA TRABAJADORES LA ESMERALDA 12-08-23"
"771","LIQUIDACION JONNI GARCIA 12-08-23"
"772","APORTE ALEJANDRO NOMINA 15-07-23"
"773","NOMINA TRABAJADORES LA ESMERALDA 15-07-23"
"774","APORTE ALEJANDRO GASTOS VARIOS PALMERA 15-07-23"
"775","NOMINA TRABAJADORES LA PALMERA 15-07-23"
"776","APORTE PATOJO 01-07-23"
"777","CANCELACION CONTRATO MURO CONTENCION CASA LA CRISTALINA 01-07-23"
"778","LIQUIDACION DANIEL PRADA 01-07-23"
"779","LIQUIDACION NELSON TORRADO 01-07-23"
"780","NOMINA TRABAJADORES 01-07-23"
"781","NOMINA TRABAJADORES 01-07-23"
"782","TRANSPORTE TRABAJADORES 01-07-23"
"783","NOMINA TRABAJADORES 01-07-23"
"784","NOMINA TRABAJADORES 01-07-23"
"785","CONTRATO GUADAÑA CAFE 01-07-23"
"786","ABONO COMPRA CAMIONETA NISSAN FRONTIER ESTACAS"
"787","CONTRATO AHOYADO Y DRENAJES 01-07-23"
"788","APORTE PATOJO "
"789","NOMINA TRABAJADORES 29-07-23"
"790","NOMINA TRABAJADORES 29-07-23"
"791","TRANSPORTE TRABAJADORES Y VARIOS 29-07-23"
"792","CONTRATISTAS AHOYADO Y DRENAJES"
"793","CANCELACION CONTRATO POZOS SEPTICOS 13-08-23"
"794","comisión taxis "
"795","COPIAS"
"796","cambio de sencillo"
"797","APORTE PATOJO NOMINA 26-08-23"
"798","comisión taxis "
"799","CONTRATISTAS AHOYADO Y DRENAJES 26-07-23"
"800","compra de sabras  para lavar "
"801","NOMINA TRABAJADORES 26-08-23"
"802","NOMINA TRABAJADORES 26-07-23"
"803","TRANSPORTE TRABAJADORES Y VARIOS 26-08-23"
"804","NOMINA TRABAJADORES 26-08-23"
"805","ENJALMA"
"806","NOMINA TRABAJADORES 26-08-23"
"807","compra de material arreglo baño lavandería "
"808","CONTRATO TUMBADA CAFE Y GUADAÑA"
"809","comisión taxis "
"810","comisión taxis "
"811","TRANSPORTE GANADO ARANZAZU- PEREIRA 26-08-23"
"812","compra de papelería para impresión  de avisos "
"813","AGUA CRISTAL  20L"
"814","COMPRA DE ELIMINADOR DE OLORES EN AEROSOL "
"815","pago de auxiliar de caja "
"816","COMPRA PASTILLAS FRENO MOTO XTZ 250 CDO 85F"
"817","PAGO FERRETERIA HERMILDA"
"818","PEAJES "
"819","PEAJES"
"820","PEAJE"
"821","PEAJE"
"822","PEAJE"
"823","PEAJE"
"824","APORTE ALEJANDRO BANCOLOMBIA VARIOS PALMERA 26-08-23"
"825","APORTE ALEJANDRO BANCOLOMBIA VARIOS PALMERA"
"826","PEAJE"
"827","PEAJE"
"828","PEAJE"
"829","NOMINA TRABAJADORES 26-08-23"
"830","PEAJE"
"831","SUELDO JAIRO AGUIÑO 26-08-23"
"832","PEAJE"
"833","MANTENIMIENTO BASCULA "
"834","PEAJE"
"835","PEAJE"
"836","TRANSPORTE CONCENTRADO 12-07-23"
"837","APORTE ALEJANDRO NOMINA LA ESMERALDA 26-08-23"
"838","NOMINA TRABAJADORES 26-08-23"
"839","PEAJE"
"840","PEAJE "
"841","PEAJE"
"842","PEAJE"
"843","PEAJE"
"844","PEAJE"
"845","PEAJE"
"846","PEAJE"
"847","PEAJE"
"848","COMPRA CALFOSVIT Y DEXAPEN"
"849","BIOACEM"
"850","GASOLINA"
"851","GASOLINA"
"852","GASOLINA"
"853","GASOLINA"
"854","GASOLINA"
"855","GASOLINA"
"856","SUERO FISIOLOGICO "
"857","SONDA NELATON "
"858","COMPRA NITROXTEND-CLORAVIC- DELLA SUPER Y VARIOS"
"859","APORTE ALEJANDRO CONSIGNACION CONCENTRADOS DEL CENTRO 21-07-23"
"860","SUERO FISIOLOGICO "
"861","COMPRA SAL BOVIMIN"
"862","SUMINISTRO DE AGUA "
"863","SUMINISTRO DE AGUA "
"864","COMPRA SINCROCIO 50 ML"
"865","MEDICAMENTOS"
"866","MEDICAMENTOS"
"867","BEBEDERO VALVULA FLOTADOR"
"868","TINTA NEGRA STONE"
"869","SAL SOMEX - FLUMEG- SELLADOR "
"870","ACEITE - MOTO "
"871","LLAVE LAVAMANOS - LLAVE TERMINAL "
"872","CANDADO - LLAVE DE PASO "
"873","TANQUE - CINTAS "
"874","BUJES 1 1/2 X 1/4"
"875","MANIGUETA NEGRA - PUNTILLAS"
"876","SUERO - EDO MODIFOR - AMINA"
"877","MATA CUCARACHAS "
"878","SERVICIO DE COMEDOR"
"879","ALIMENTACION "
"880","ALMUERZO  - AREPA DE CHOCOLO"
"881","CHOCOSO - CORONA SIX PAC"
"882","GASEOSAS - TORTA "
"883","APORTE ALEJANDRO NOMINA PALMERA 29-07-23"
"884","APORTE ALEJANDRO SEÑALIZACION AGUACATERA 14-07-23"
"885","DELLA SUPER - FLUMEG - JERINGA "
"886","MEDICINAS VARIOS"
"887","SEÑALIZACION AGUACATERA 14-07-2023"
"888","DETERGENTE "
"889","CLORO PISCINA"
"890","BEBEDEROS"
"891","ARREGLO ENERGIA"
"892","CARBON ASADO"
